Table with column headers in row 3,,,,,,
"2017 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2018",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IL,17,30750,Paris-Union School District 95,"7,836","1,195",254
IL,17,30810,Park Forest School District 163,"15,779","1,817",562
IL,17,30840,Park Ridge Consolidated Community School District 64,"40,467","4,664",208
IL,17,30870,Patoka Community Unit School District 100,"1,512",246,36
IL,17,30930,Pawnee Community Unit School District 11,"3,329",641,102
IL,17,07650,Paxton-Buckley-Loda Community Unit School District 10,"8,213","1,420",214
IL,17,30990,Payson Community Unit School District 1,"3,231",543,78
IL,17,31020,Pearl City Community Unit School District 200,"2,540",485,58
IL,17,31050,Pecatonica Community Unit School District 321,"5,067",935,75
IL,17,31110,Pekin Community High School District 303,"45,376","2,183",276
IL,17,31080,Pekin Public School District108,"33,504","3,645",618
IL,17,31140,Pembroke Consolidated Community School District 259,"1,881",222,88
IL,17,31200,Pennoyer School District 79,"5,670",404,46
IL,17,31270,Peoria Heights Community Unit School District 325,"6,621",836,133
IL,17,31230,Peoria School District 150,"99,174","16,055","4,069"
IL,17,31290,Peotone Community Unit School District 207U,"11,249","2,015",88
IL,17,31380,Peru Elementary School District 124,"10,126",966,153
IL,17,31710,Pikeland Community Unit School District 10,"8,315","1,281",268
IL,17,31620,Pinckneyville Community High School District 101,"10,746",436,56
IL,17,00009,Pinckneyville School District 50,"6,063",621,134
IL,17,31740,Plainfield School District 202,"123,339","28,356","1,444"
IL,17,31770,Plano Community Unit School District 88,"12,431","2,541",269
IL,17,31890,Pleasant Hill Community Unit School District 3,"1,702",288,68
IL,17,31860,Pleasant Hill School District 69,"1,999",245,56
IL,17,31920,Pleasant Plains Community Unit School District 8,"7,593","1,535",113
IL,17,31950,Pleasant Valley School District 62,"4,638",514,162
IL,17,32040,Pleasantdale School District 107,"8,164",789,42
IL,17,32100,Polo Community Unit School District 222,"3,952",638,88
IL,17,32160,Pontiac Community Consolidated School District 429,"12,860","1,291",271
IL,17,32220,Pontiac Township High School District 90,"15,469",776,115
IL,17,32190,Pontiac-William Holliday School District 105,"7,918",724,96
IL,17,32280,Pope County Community Unit School District 1,"4,325",418,98
IL,17,31410,Porta Community Unit School District 202,"6,868","1,057",147
IL,17,32370,Posen-Robbins Elementary School District 143-5,"12,465","1,771",476
IL,17,32090,Potomac Community Unit School District 10,"1,185",207,31
IL,17,00005,Prairie Central Community Unit School District 8,"10,786","1,979",252
IL,17,32520,Prairie Grove Community School District 46,"7,358",937,36
IL,17,32550,Prairie Hill Community Consolidated School District 133,"4,732",710,38
IL,17,32490,Prairie du Rocher Community Consolidated School District 134,871,121,14
IL,17,24720,Prairie-Hills Elementary School District 144,"21,627","2,757",887
IL,17,00330,Prairieview-Ogden Community Consolidated School District 197,"2,528",270,21
IL,17,32670,Princeton Elementary School District 115,"11,285","1,129",194
IL,17,32700,Princeton High School District 500,"11,970",618,68
IL,17,32770,Princeville Community Unit School District 326,"3,939",796,55
IL,17,32830,Prophetstown-Lyndon-Tampico Community Unit School District 3,"5,547",961,167
IL,17,32850,Prospect Heights School District 23,"17,836","1,462",116
IL,17,32910,Proviso Township High School District 209,"127,034","6,686","1,101"
IL,17,32960,Putnam County Community Unit School District 535,"5,060",791,101
IL,17,32970,Queen Bee School District 16,"17,897","1,993",237
IL,17,33000,Quincy School District 172,"50,379","7,902","1,383"
IL,17,29940,ROWVA Community Unit School District 208,"3,712",649,61
IL,17,33030,Raccoon Consolidated School District 1,"2,277",222,39
IL,17,33090,Ramsey Community Unit School District 204,"2,641",491,110
IL,17,33120,Rankin Community School District 98,"3,669",227,19
IL,17,33210,Rantoul City School District 137,"13,038","1,602",449
IL,17,33240,Rantoul Township High School District 193,"18,092","1,193",201
IL,17,33270,Reavis Township High School District 220,"33,403","1,963",334
IL,17,33300,Red Bud Community Unit School District 132,"7,404","1,153",132
IL,17,22130,Red Hill Community Unit School District 10,"8,251","1,002",171
IL,17,33380,Reed Custer Community Unit School District 255U,"9,521","1,616",130
IL,17,33390,Rhodes School District 84-5,"4,632",597,136
IL,17,33420,Rich Township High School District 227,"69,551","4,441",787
IL,17,33450,Richland School District 88A,"10,261",778,107
IL,17,33510,Richmond-Burton Community High School District 157,"11,690",742,37
IL,17,33690,Ridgeland School District 122,"21,786","2,281",573
IL,17,00109,Ridgeview Community Unit School District 19,"3,566",600,82
IL,17,33720,Ridgewood Community High School District 234,"19,342",900,98
IL,17,33750,Riley Community Consolidated School District 18,"3,407",355,28
IL,17,33950,River Bend Community Unit District 2,"6,367",998,109
IL,17,33810,River Forest School District 90,"11,197","1,390",81
IL,17,33840,River Grove School District 85-5,"8,110",659,116
IL,17,00001,River Ridge Community Unit School District 210,"3,541",496,64
IL,17,33870,River Trails School District 26,"15,230","1,523",126
IL,17,33930,Riverdale Community Unit School District 100,"6,704","1,138",136
IL,17,34020,Riverside Brookfield Township School District 208,"29,287","1,504",117
IL,17,33990,Riverside School District 96,"13,888","1,624",156
IL,17,34100,Riverton Community Unit School District 14,"7,786","1,410",260
IL,17,34110,Riverview Consolidated Community School District 2,"2,652",256,33
IL,17,34140,Roanoke-Benson Community Unit School District 60,"3,451",635,33
IL,17,34170,Robein School District 85,"1,949",211,25
IL,17,34230,Robinson Community Unit School District 2,"11,488","1,590",220
IL,17,34260,Rochelle Community Consolidated District 231,"13,027","1,573",227
IL,17,34290,Rochelle Township High School District 212,"16,363",914,111
IL,17,34320,Rochester Community Unit School District 3A,"10,381","2,217",109
IL,17,34350,Rock Falls Elementary School District 13,"8,694",983,271
IL,17,34380,Rock Falls Township High School District 301,"14,010",711,135
IL,17,34410,Rock Island School District 41,"44,613","6,948","1,458"
IL,17,34470,Rockdale School District 84,"2,240",261,53
IL,17,34510,Rockford School District 205,"187,046","30,995","7,448"
IL,17,34440,Rockridge Community Unit School District 300,"7,254","1,261",121
IL,17,34540,Rockton School District 140,"12,017","1,569",125
IL,17,34590,Rome Community Consolidated School District 2,"2,713",305,41
IL,17,34620,Rondout School District 72,"1,740",207,9
IL,17,34650,Rooks Creek Community Consolidated School District 425,514,60,2
IL,17,34710,Roselle School District 12,"7,205",778,38
IL,17,34770,Rosemont Elementary School District 78,"2,367",241,35
IL,17,34870,Rossville-Alvin Community Unit School District 7,"2,281",403,82
IL,17,34990,Round Lake Community Unit School District 116,"36,206","7,187","1,254"
IL,17,35010,Roxana Community Unit School District 1,"11,770","1,920",415
IL,17,35100,Rutland Community Consolidated School District 230,815,79,12
IL,17,35190,Salem Community High School District 600,"14,610",855,121
IL,17,35160,Salem School District 111,"8,638",934,220
IL,17,35220,Salt Creek School District 48,"8,340",536,65
IL,17,01418,Salt Fork Community Unit School District 512,"5,124",885,88
IL,17,35310,Sandoval Community Unit School District 501,"2,538",464,113
IL,17,35340,Sandridge School District 172,"3,667",425,112
IL,17,35370,Sandwich Community Unit School District 430,"13,344","2,422",244
IL,17,00324,Sangamon Valley Community Unit School District 9,"4,052",758,70
IL,17,35400,Saratoga Community Consolidated School District 60C,"6,040",776,77
IL,17,00065,Saunemin Community Consolidated School District 438,955,125,21
IL,17,35610,Scales Mound Community Unit School District 211,"1,588",193,27
IL,17,34740,Schaumburg Community Consolidated School District 54,"134,264","13,608","1,313"
IL,17,35640,Schiller Park School District 81,"13,307","1,194",215
IL,17,13710,School District U-46,"235,603","41,907","5,493"
IL,17,00332,Schuyler-Industry Community Unit School District 5,"7,477","1,125",173
IL,17,06600,Scott-Morgan Consolidated Unit School District 2,"1,331",210,51
IL,17,35770,Selmaville Community Consolidated School District 10,"1,831",222,32
IL,17,35820,Seneca Community Consolidated School District 170,"3,554",454,63
IL,17,35850,Seneca Township High School District 160,"7,051",445,65
IL,17,35940,Sesser-Valier Community Unit School District 196,"4,282",712,117
IL,17,42990,Shawnee Community Unit School District 84,"2,492",417,127
IL,17,36090,Shelbyville Community Unit School District 4,"7,589","1,077",126
IL,17,36180,Sherrard Community Unit School District 200,"8,919","1,506",195
IL,17,00122,Shiloh Community Unit School District 1,"2,683",388,85
IL,17,36210,Shiloh Village School District 85,"4,880",576,64
IL,17,36240,Shirland Community Consolidated School District 134,"1,330",144,9
IL,17,36330,Signal Hill School District 181,"3,141",360,78
IL,17,36360,Silvis School District 34,"5,204",634,132
IL,17,36450,Skokie School District 68,"21,241","1,934",328
IL,17,36480,Skokie School District 69,"17,892","1,713",336
IL,17,10380,Skokie School District 73-5,"9,880","1,057",148
IL,17,14820,Skokie-Fairview School District 72,"6,337",621,103
IL,17,36510,Smithton Community Consolidated School District 130,"4,413",541,42
IL,17,36570,Somonauk Community Unit School District 432,"4,990",933,65
IL,17,36600,South Beloit Community Unit School District 320,"6,181","1,044",173
IL,17,00114,South Central Community Unit School District 401,"4,304",693,143
IL,17,36640,South Fork School District 14,"2,320",370,59
IL,17,36720,South Holland School District 150,"10,655","1,188",224
IL,17,36750,South Holland School District 151,"13,289","1,723",460
IL,17,36780,South Pekin School District 137,"1,766",252,34
IL,17,36840,South Wilmington Consolidated School District 74,897,78,6
IL,17,36610,Southeastern Community Unit School District 337,"3,028",533,140
IL,17,31500,Southwestern Community Unit School District 9,"9,049","1,610",174
IL,17,36900,Sparta Community Unit School District 140,"8,645","1,333",348
IL,17,36960,Spoon River Valley Community Unit School District 4,"2,256",381,54
IL,17,01419,Spring Garden Community Consolidated School District 178,"4,268",258,65
IL,17,37020,Spring Lake Community Consolidated School District 606,734,86,16
IL,17,37050,Spring Valley Community Consolidated School District 99,"5,866",670,131
IL,17,37080,Springfield School District 186,"113,491","17,430","5,243"
IL,17,37140,St. Anne Community High School District 302,"4,712",265,49
IL,17,37120,St. Anne Consolidated Community School District 256,"2,832",321,46
IL,17,37170,St. Charles Community Unit School District 303,"70,325","14,808",672
IL,17,37230,St. Elmo Community Unit School District 202,"2,683",466,114
IL,17,37320,St. George Community Consolidated School District 258,"3,633",519,31
IL,17,37380,St. Joseph Community Consolidated School District 169,"6,447",915,45
IL,17,37410,St. Joseph-Ogden Community High School District 305,"8,661",535,19
IL,17,37440,St. Libory Consolidated School District 30,890,79,14
IL,17,37470,St. Rose School District 14-15,"1,252",149,12
IL,17,37490,Stark County Community Unit School District 100,"4,363",670,102
IL,17,37590,Staunton Community Unit School District 6,"8,082","1,246",174
IL,17,37650,Steeleville Community Unit School District 138,"2,999",465,58
IL,17,37680,Steger School District 194,"14,293","1,573",309
IL,17,42310,Sterling Community Unit District 5,"21,165","3,578",586
IL,17,37800,Steward Elementary School District 220,598,62,14
IL,17,37830,Stewardson-Strasburg Community Unit District 5A,"2,504",414,50
IL,17,37980,Stockton Community Unit School District 206,"3,714",545,76
IL,17,00112,Streator Elementary School District 44,"16,325","1,842",481
IL,17,38100,Streator Township High School District 40,"17,904",938,211
IL,17,38130,Sullivan Community Unit School District 300,"7,521","1,310",164
IL,17,38190,Summersville School District 79,"2,137",238,41
IL,17,38220,Summit Hill School District 161,"23,996","3,348",136
IL,17,04050,Summit School District 104,"12,340","1,634",404
IL,17,38370,Sunnybrook School District 171,"11,054","1,269",245
IL,17,38400,Sunset Ridge School District 29,"4,181",488,57
IL,17,38460,Sycamore Community Unit School District 427,"21,586","4,070",268
IL,17,38520,Taft School District 90,"3,533",441,38
IL,17,38550,Tamaroa School District 5,847,117,17
IL,17,38700,Taylorville Community Unit School District 3,"17,948","2,517",422
IL,17,38760,Teutopolis Community Unit School District 50,"5,647","1,156",57
IL,17,38790,Thomasboro Community Consolidated School District 130,"2,397",284,68
IL,17,01382,Thompsonville Community Unit School District 174,"1,884",348,57
IL,17,38940,Thornton Fractional Township High School District 215,"60,643","4,068",785
IL,17,38910,Thornton School District 154,"2,830",287,50
IL,17,38970,Thornton Township High School District 205,"115,752","7,939","1,765"
IL,17,39120,Tolono Community Unit School District 7,"9,390","1,822",170
IL,17,39180,Tonica Community Consolidated School District 79,"1,542",182,15
IL,17,19080,Township High School District 113,"58,335","3,568",149
IL,17,30450,Township High School District 211,"236,925","12,157",984
IL,17,04170,Township High School District 214,"252,075","12,075",930
